stored,on,13,tulip],0
stored,on,13,unmilled_rice],0
stored,on,14,blue_jaz],0
stored,on,14,cauliflower],0
stored,on,14,green_bean],0
stored,on,14,kale],0
stored,on,14,parsnip],15
stored,on,14,potato],0
stored,on,14,rhubarb],0
stored,on,14,strawberry],0
stored,on,14,tulip],0
stored,on,14,unmilled_rice],0
stored,on,15,blue_jaz],0
stored,on,15,cauliflower],0
stored,on,15,green_bean],0
stored,on,15,kale],0
stored,on,15,parsnip],22
stored,on,15,potato],0
stored,on,15,rhubarb],0
stored,on,15,strawberry],0
stored,on,15,tulip],0
stored,on,15,unmilled_rice],0
stored,on,16,blue_jaz],0
stored,on,16,cauliflower],0
stored,on,16,green_bean],0
stored,on,16,kale],0
stored,on,16,parsnip],150
stored,on,16,potato],0
stored,on,16,rhubarb],0
stored,on,16,strawberry],0
stored,on,16,tulip],0
stored,on,16,unmilled_rice],0
stored,on,17,blue_jaz],0
stored,on,17,cauliflower],0
stored,on,17,green_bean],0
stored,on,17,kale],0
stored,on,17,parsnip],0
stored,on,17,potato],0
stored,on,17,rhubarb],0
stored,on,17,strawberry],0
stored,on,17,tulip],0
stored,on,17,unmilled_rice],0
stored,on,18,blue_jaz],0
stored,on,18,cauliflower],0
stored,on,18,green_bean],0
stored,on,18,kale],0
stored,on,18,parsnip],4
stored,on,18,potato],0
stored,on,18,rhubarb],0
stored,on,18,strawberry],0
stored,on,18,tulip],0
stored,on,18,unmilled_rice],0
stored,on,19,blue_jaz],0
stored,on,19,cauliflower],0
stored,on,19,green_bean],0
stored,on,19,kale],5
stored,on,19,parsnip],0
stored,on,19,potato],0
stored,on,19,rhubarb],0
stored,on,19,strawberry],0
stored,on,19,tulip],0
stored,on,19,unmilled_rice],0
stored,on,20,blue_jaz],0
stored,on,20,cauliflower],0
stored,on,20,green_bean],0
stored,on,20,kale],27
stored,on,20,parsnip],0
stored,on,20,potato],0
stored,on,20,rhubarb],0
stored,on,20,strawberry],0
stored,on,20,tulip],0
stored,on,20,unmilled_rice],0
stored,on,21,blue_jaz],0
stored,on,21,cauliflower],0
stored,on,21,green_bean],0
stored,on,21,kale],0
stored,on,21,parsnip],2
stored,on,21,potato],0
stored,on,21,rhubarb],0
stored,on,21,strawberry],0
stored,on,21,tulip],0
stored,on,21,unmilled_rice],0
stored,on,22,blue_jaz],0
stored,on,22,cauliflower],0
stored,on,22,green_bean],0
stored,on,22,kale],0
stored,on,22,parsnip],22
stored,on,22,potato],0
stored,on,22,rhubarb],0
stored,on,22,strawberry],0
stored,on,22,tulip],0
stored,on,22,unmilled_rice],0
stored,on,23,blue_jaz],0
stored,on,23,cauliflower],0
stored,on,23,green_bean],0
stored,on,23,kale],0
stored,on,23,parsnip],3
stored,on,23,potato],0
stored,on,23,rhubarb],0
stored,on,23,strawberry],0
stored,on,23,tulip],0
stored,on,23,unmilled_rice],0
stored,on,24,blue_jaz],0
stored,on,24,cauliflower],0
stored,on,24,green_bean],0
stored,on,24,kale],0
stored,on,24,parsnip],10
stored,on,24,potato],0
stored,on,24,rhubarb],0
stored,on,24,strawberry],0
stored,on,24,tulip],10
stored,on,24,unmilled_rice],0
stored,on,25,blue_jaz],0
stored,on,25,cauliflower],0
stored,on,25,green_bean],0
stored,on,25,kale],0
stored,on,25,parsnip],7
stored,on,25,potato],0
stored,on,25,rhubarb],0
stored,on,25,strawberry],0
stored,on,25,tulip],7
stored,on,25,unmilled_rice],0
stored,on,26,blue_jaz],0
stored,on,26,cauliflower],0
stored,on,26,green_bean],0
stored,on,26,kale],0
stored,on,26,parsnip],0
stored,on,26,potato],0
stored,on,26,rhubarb],0
stored,on,26,strawberry],0
stored,on,26,tulip],0
stored,on,26,unmilled_rice],0
stored,on,27,blue_jaz],0
stored,on,27,cauliflower],0
stored,on,27,green_bean],0
stored,on,27,kale],0
stored,on,27,parsnip],0
stored,on,27,potato],0
stored,on,27,rhubarb],0
stored,on,27,strawberry],0
stored,on,27,tulip],0
stored,on,27,unmilled_rice],0
